"","score","text","polarity"
"191",-1,"RT @ZeeNews: #ModiOnZee: Don’t miss PM Narendra Modi’s ‘pure political’ interview with @sudhirchaudhary
tonight at 8 PM only on @ZeeNews 
@…","negative"
"192",0,"@Arun2981 @AltNews You are seeking validity from @AltNews to project as rebuttle against @BJP4India argument? Assum… https://t.co/8hl05K88Od","neutral"
"193",2,"#2019PollPrediction @BJP4India @narendramodi has done immense work for the poor, major beneficiaries are Muslims. A… https://t.co/EPyicopcxt","positive"
"194",1,"@DeeptiSachdeva_ @narendramodi I just checked your profile you work with that Arnab Goswami who is Getting paid fro… https://t.co/MOzWiqzlO5","positive"
"195",0,"@TheZamindaar @ashutosh83B @PawarSpeaks @NCPAMumbai @INCIndia @AamAadmiParty @BJP4India Very good... These people can say anything.......","neutral"
"196",1,"Navjot Singh Sidhu
@sherryontopp 
Is a barking DOG seldom bite.

When in @BJP4India , he called Congressi top prost… https://t.co/N2rXJ75zmH","positive"
"197",0,"RT @Bawaliyo: @sagarikaghose @BJP4India I'm a True Committed Secular Liberal unlike your Jamaat
I'm a OBC 
Me, My Muslim Friends, My Dalit…","neutral"
"198",0,"@wrwre @wecares4india @cmohry @BJP4Haryana @Kavitajainbjp @ulbohry @MyIdeaOfGurgaon @ramanmalik @AmitShah… https://t.co/9DSI5oamGp","neutral"
"199",1,"@Saurabh_MLAgk @BJP4India Ha Ha ..The Prime Moron is not just a masters in ""Entire Political science"" he is a PHd i… https://t.co/2uKUDHNIZN","positive"
"200",-1,"RT @BJP4India: Figure out, how austere and private a royal vacation can get! https://t.co/s7L6MFv7pZ","negative"
"201",-1,"@INCIndia @BJP4India, why your all leader try to cash the dead bodies of 1984. Please forgive the people of India s… https://t.co/6C7Zrtic94","negative"
"202",-1,"RT @anusha_r1: @Tejasvi_Surya Tweeting isn't enough! And condemnation wouldn't change anything. She got arrested for posting a meme!!!!! So…","negative"
"203",-1,"RT @Abhi_4_Nation: Let me confirm and put my Done and Dusted tweet for Yadav Dynasty in #LS2019
1. @yadavakhilesh is losing Azamgarh 
2. Di…","negative"
"204",1,"@BJP4India @AmitShah how it is relevant to development work in country ? Why are you trying to divert from main iss… https://t.co/r1owQYXlAw","positive"
"205",0,"@rsprasad @BJP4India @BJP4Bihar @ZeeNewsHindi @News18Bihar @narendramodi @AmitShah @schaurasiabjp @NitinNabin… https://t.co/GL8KQTK7BD","neutral"
"206",1,"@BJP4India BJP can not win these election","positive"
"207",2,"RT @ahmedalifayyaz: I'm neither Modi bhakt nor impressed by @BJP4India ideology/governance. But impressed by this Kashmir BJP leader Sofi Y…","positive"
"208",1,"@_sabanaqvi A piece of advise between followers of an entertaining leader.

One buddhu expecting another of the flo… https://t.co/wIKblbdyhs","positive"
"209",0,"@AshBiswal @tavleen_singh @BJP4India @theskindoctor13 @UnSubtleDesi @AskAnshul @RKSinhaBJP @Akali_Dal_ Please show… https://t.co/mLWm9fk18J","neutral"
"210",-1,"@RavinarIN @BJP4India @republic Totally agree. Who is he that u give so much important? Uska resignation ya sacking… https://t.co/GUiLtWFDaJ","negative"
"211",-2,"RT @ArshadRizwan: Right to dissent without fear of victimisation is one of the biggest strengths of democracy.

Having made every effort to…","negative"
"212",0,"@hiteshjune19722 @iPankajShukla @TheYadavPrince @HetavPatelBJP @sandipsolanki24 @ranamehulj @bjp4_isanpur… https://t.co/KoO2tsBlSe","neutral"
"213",1,"RT @agraharishivam7: Where is the freedom of expression gang? #ISupportPriyankaSharma @BJP4India https://t.co/D4m2gREpuu","positive"
"214",0,"@JhaSanjay @K4kaviking @sampitroda @jhasanjay @sampitroda @RahulGandhi @BJP4India when his heart beats for India hi… https://t.co/AhWjQj62o6","neutral"
"215",0,"RT @ZeeNews: #ModiOnZee: War is not a solution to any problem, says PM Narendra Modi in an exclusive interview with @sudhirchaudhary 
Watch…","neutral"
"216",0,"RT @ZeeNews: BJP will get majority in Lok Sabha elections, says PM Narendra Modi in an exclusive conversation with @sudhirchaudhary
MUST WA…","neutral"
"217",-1,"RT @ZeeNews: #ModiOnZee: Don’t miss PM Narendra Modi’s ‘pure political’ interview with @sudhirchaudhary
tonight at 8 PM only on @ZeeNews 
@…","negative"
"218",-2,"RT @RavinarIN: Dear dumb spokies and supporters of @BJP4India on @Republic... Why in hell are you demanding ""Sack Pitroda""?.. Are you that…","negative"
"219",-1,"RT @BJP4India: Figure out, how austere and private a royal vacation can get! https://t.co/s7L6MFv7pZ","negative"
"220",0,"@Tejasvi_Surya , you compare Prakash raj with Pakistan?. Never seen such a pathetic young one like you. Shame on yo… https://t.co/QBSJHcPZdH","neutral"
"221",1,"@NMenonRao Your sympathies for @INCIndia notwithstanding, @sampitroda has been very helpful so far for the BJP camp… https://t.co/sLJRkioPv1","positive"
"222",0,"RT @MauDilip: @KdwivediVinod @sashakt8a @nalni_gupta @Pooja09876089 @SankarB78420183 @kirtipa123231 @Omkarku81454337 @FatyachandJ @01_djbha…","neutral"
"223",1,"RT @agraharishivam7: Where is the freedom of expression gang? #ISupportPriyankaSharma @BJP4India https://t.co/D4m2gREpuu","positive"
"224",-1,"RT @archu243: ABSOLUTE SHOCKER !!! 😱

Thousands of Sikh men were brutally massacred, women raped, even kids not spared on the orders of but…","negative"
"225",0,"@UdayMahurkar @davidfrawleyved @IndiaFactsOrg @authoramish @RSSorg @BJP4India @DattaHosabale @kumarnandaj… https://t.co/5aq3SPTBeI","neutral"
"226",-1,"RT @GitaSKapoor: Monkey man Sam Pitroda justifying Sikh genocide of 1984. Says #HuaTohHua shame on the @INCIndia supporting Sikhs who have…","negative"
"227",-1,"@BJP4India, Post election result on 23rd May, don't just leave this @msisodia for stooping so low and falsely impli… https://t.co/JU0F8WoFsn","negative"
"228",1,"RT @anupamsuneet: Sitting in an air-conditioned studio and defending #Pitroda and @INCIndia is a good job for some sycophants. I feel sorry…","positive"
"229",1,"@sampitroda Bhai SAM ..your name suggests you dnt belong to India..seems USA ite... India was going thru reforms th… https://t.co/Ly2fk3QNXc","positive"
"230",0,"RT @sethsahil70: @Salonig53590990 @narendramodi @INCIndia @the_hindu @RahulGandhi @Swamy39 @PrakashJavdekar  @SushmaSwaraj @narendramodi  @…","neutral"
"231",0,"@keshridevibjp @narendramodi @kpmaurya1 @BJP4India @BJPITVIBHAG4UP @BJPKashiKshetra @Phoolpur_LS @AnupriyaSPatel… https://t.co/59jyJ6w4he","neutral"
"232",0,"@BJP4India The Congress leaders have always considered this country, its resources and set up as their personal pro… https://t.co/Z17OIE1f66","neutral"
"233",2,"Happy Birthday Sir 🎂🎂💐💐 God bless you. @narendramodi @AmitShah @BJP4India @DrGPradhan . Sir again you are going to win GZB. 👍🏻👍🏻","positive"
"234",0,"RT @BJP4India: BJP crosses the milestone of 11 million followers on Twitter. Thank you for your support. #JitegaModiJitegaBharat https://t.…","neutral"
"235",-1,"Aam Aadmi Party leader has moved a defamation suit against Manoj Tiwari.
https://t.co/cK9f6FyfdD
@ManojTiwariClub… https://t.co/zRTcisIKtC","negative"
"236",0,"@RiaRevealed @ReallySwara @BJP4India Lol CongiChamchi wait and watch. Jitega tou Modi hee","neutral"
"237",2,"RT @DrTamilisaiBJP: Thank you @Imamofpeace  for your correct views on our visionary PM taking india on the path of development.Feel elated…","positive"
"238",2,"@szarita @Tejasvi_Surya @BJP4India @Tejasvi_Surya  fantastic brother,  proud of you","positive"
"239",1,"RT @agraharishivam7: Where is the freedom of expression gang? #ISupportPriyankaSharma @BJP4India https://t.co/D4m2gREpuu","positive"
"240",-1,"@ndtvindia As a chief of INC u must send a big apology to Sikh community of india ! Even after SAm Pitroda worst st… https://t.co/EnpM68TSNY","negative"
"241",-1,"@TIME Dear @BJP4India @narendramodi @AmitShah please file defamation case against time magazine","negative"
"242",-1,"RT @akashbanerjee: At first the ploy to use @INCIndia's track record in 1984 to contest elections in 2019 looked a little desperate.
But th…","negative"
"243",1,"Our every single vote is for  honesty , hardworking &amp; Nationalism.
#AayegaTohModiHi
@narendramodi @AmitShah… https://t.co/j3sSj4CAoV","positive"
"244",0,"RT @rajeev_mp: The last 5 yrs @narendramodi has done more to #SecureIndia n for the cause of our VETERANS n our ARMED FORCES thn all govts…","neutral"
"245",0,"Aam Aadmi Party has sent a legal notice to the Bharatiya Janata Party (BJP).
https://t.co/FHHT0ocfhR… https://t.co/vdrrhImqXt","neutral"
"246",-1,"RT @Abhi_4_Nation: Let me confirm and put my Done and Dusted tweet for Yadav Dynasty in #LS2019
1. @yadavakhilesh is losing Azamgarh 
2. Di…","negative"
"247",0,"@KdwivediVinod @sashakt8a @nalni_gupta @Pooja09876089 @SankarB78420183 @kirtipa123231 @Omkarku81454337 @FatyachandJ… https://t.co/EwgBmA0K4F","neutral"
"248",0,"RT @INCIndia: Just let us know the dates of PM's press conference, we'll do a special screening. https://t.co/zbzULx6LGd","neutral"
"249",-1,"RT @IAmShailendraP: @ANI You should be ashamed where you are taking this nation @narendramodi @PMOIndia @BJP4India !

I don't know about Hi…","negative"
"250",0,"RT @BJP4India: BJP crosses the milestone of 11 million followers on Twitter. Thank you for your support. #JitegaModiJitegaBharat https://t.…","neutral"
"251",1,"RT @BJP4India: If you are so concerned about the stature and dignity of a former Prime Minister, what about the stature and dignity of the…","positive"
"252",-1,"@BJP4India Even when SC gave the verdict, shrewd politicians wants to keep issue alive, for the embarassment of the… https://t.co/kBUozEHshY","negative"
"253",0,"RT @Deepu_V_Thomas: Have you noticed how new controversies are coming up at regular intervals to keep the focus away from the real issues?…","neutral"
"254",0,"@UdayMahurkar @davidfrawleyved @IndiaFactsOrg @authoramish @RSSorg @BJP4India @DattaHosabale @kumarnandaj… https://t.co/Teqjg6Uh5H","neutral"
"255",0,"Why was 183 FIR closed by #BJP4India or can say #ModiGovt of #SikhGenocide1984 ??
Coz it included names of its near… https://t.co/R83Lewy2wY","neutral"
"256",-1,"RT @BJP4India: Rahul Gandhi's mentor Sam Pitroda justifying Sikh genocide of 1984. https://t.co/9vL9aBIB6g","negative"
"257",0,"@BJP4India NDA MUST WIN 404 SEATS","neutral"
"258",-1,"RT @BJP4India: Rahul Gandhi's mentor Sam Pitroda justifying Sikh genocide of 1984. https://t.co/9vL9aBIB6g","negative"
"259",0,"RT @thewire_in: While it is yet to be established who authored the pamphlet against @AtishiAAP, the language the pamphlet uses resonates wi…","neutral"
"260",-1,"@AdvaitaKala What ever @BJP4India  is too poor in combatting such.

@INCIndia can open midnight courts
Can carry ou… https://t.co/ZnqZnLz5OP","negative"
"261",0,"""BIG THANK YOU"" to PM #NarendraModi for giving #india this ""Wonderful Honour"" 👍 Blind #modi #Bhakts Need to OPEN TH… https://t.co/XvfIvb20KM","neutral"
"262",1,"@Subhasi09049612 @GargaC @ndtv Will you accept Hindi supremacy over Bengali? 

That should answer it for you.… https://t.co/NnrJ2DnAox","positive"
"263",-1,"@ShashiTharoor Early morning pinch to @BJP4India 
I will be happy if @Kummanam ji wins.
Will not be sad if… https://t.co/QpE7eaSsx8","negative"
"264",-2,"RT @SudhirT25518927: Cautious!
Few days back @INCIndia tried to create by spreading rumours that @narendramodi is winning. It failed badly.…","negative"
"265",0,"RT @VickyKedia: @BJP4India The Centre has stripped the Delhi Anti-Corruption Branch (ACB) of powers to probe central government employees f…","neutral"
"266",1,"@MajChowdhury @narendramodi @BJP4India Kudos Sir. You chose not to be a silent spectator to the macabre, and inspir… https://t.co/1ZqG6ovLKz","positive"
"267",0,"RT @rajeev_mp: The last 5 yrs @narendramodi has done more to #SecureIndia n for the cause of our VETERANS n our ARMED FORCES thn all govts…","neutral"
"268",1,"RT @AnupAgarwal9: Where is the freedom of expression gang? Where is democracy? #ISupportPriyankaSharma @BJP4India https://t.co/29CplMmPxh
#…","positive"
"269",0,"RT @ZeeNews: #ModiOnZee: War is not a solution to any problem, says PM Narendra Modi in an exclusive interview with @sudhirchaudhary 
Watch…","neutral"
"270",0,"RT @ZeeNews: BJP will get majority in Lok Sabha elections, says PM Narendra Modi in an exclusive conversation with @sudhirchaudhary
MUST WA…","neutral"
"271",0,"@agraharishivam7 @nidi_nj @BJP4India For you @MamataOfficial","neutral"
"272",-1,"RT @ZeeNews: #ModiOnZee: Don’t miss PM Narendra Modi’s ‘pure political’ interview with @sudhirchaudhary
tonight at 8 PM only on @ZeeNews 
@…","negative"
"273",1,"RT @agraharishivam7: Where is the freedom of expression gang? #ISupportPriyankaSharma @BJP4India https://t.co/D4m2gREpuu","positive"
"274",-2,"RT @RavinarIN: Dear dumb spokies and supporters of @BJP4India on @Republic... Why in hell are you demanding ""Sack Pitroda""?.. Are you that…","negative"
"275",0,"RT @iamtunic: @TIME Hate will not win!! @narendramodi @BJP4India Byee Gn!! https://t.co/AByISjuT65","neutral"
"276",0,"RT @madhukishwar: Surprising that SM warriors of @BJP4India have not come out strongly in defence of @TrueIndology .If this hounding took p…","neutral"
"277",1,"RT @AnupAgarwal9: Where is the freedom of expression gang? Where is democracy? #ISupportPriyankaSharma @BJP4India https://t.co/29CplMmPxh
#…","positive"
"278",-1,"RT @anusha_r1: @Tejasvi_Surya Tweeting isn't enough! And condemnation wouldn't change anything. She got arrested for posting a meme!!!!! So…","negative"
"279",0,"RT @BJP4India: BJP crosses the milestone of 11 million followers on Twitter. Thank you for your support. #JitegaModiJitegaBharat https://t.…","neutral"
"280",0,"RT @energy_string: Just look at this video and decide for yourself.
Is it right for a family to absolutely obliterate entire community for…","neutral"
"281",0,"RT @INCIndia: Just let us know the dates of PM's press conference, we'll do a special screening. https://t.co/zbzULx6LGd","neutral"
"282",0,"@ashutosh83B @PawarSpeaks @NCPAMumbai @INCIndia @AamAadmiParty @BJP4India First ask to which candidate he voted &amp; w… https://t.co/BISq0VUtBj","neutral"
"283",0,"@sampitroda 'Lage raho' Sam, you along with @RahulGandhi , Digvijay Singh &amp; Manishankar are @BJP4India's star campa… https://t.co/vp78ZgBFcB","neutral"
"284",0,"RT @SinghPramod2784: Sir! Sharad Pawar voted in South Mumbai Lok Sabha seat &amp; there was no @BJP4India candidate here as seat has gone to Sh…","neutral"
"285",0,"@BJP4India @AmitShah “We are living in a nation which worships wealth rather than caring for the poor. I don’t thin… https://t.co/vvhA1T7tqi","neutral"
"286",0,"RT @SinghPramod2784: Sir! Sharad Pawar voted in South Mumbai Lok Sabha seat &amp; there was no @BJP4India candidate here as seat has gone to Sh…","neutral"
"287",1,"RT @iamvikas96: I just want to know why the ""PASSENGER WAITING HALL"" has been closed if it's not ready for public use and if it is not then…","positive"
"288",0,"@DeccanHerald @BJP4India @PrakashJavdekar @sampitroda It was a Genocide.","neutral"
"289",0,"RT @ClifaA: @Afrina_123 @UjwalaSawant3 @DrPramodPSawant @PMOIndia @NITIAayog @BJP4India @BJP4Goa @shripadynaik @VijaiSardesai @RahulGandhi…","neutral"
"290",0,"RT @DeoditaRod20: @Indiamining @goacm @BJP4Goa @BJP4India @RBI @FinMinIndia @mygovindia @narendramodi @arunjaitley Restart #GoaMining","neutral"
"291",0,"RT @ClifaA: @UjwalaSawant3 @narendramodi @DrPramodPSawant @BJP4Goa @BJP4India @rashtrapatibhvn @smritiirani @Dev_Fadnavis @rajnathsingh we…","neutral"
